,batter_id,batter,age,season,level,bats,throws,bat_speed,bat_to_ball,swing_decision,attack_angle,n_pa
5868,687072,Baylor_Jamari,23,2023,A+,R,R,0.803057025,-1.322501135,0.697633006,0.108154803,72
5869,687072,Baylor_Jamari,23,2023,Rk,R,R,1.537730871,-5.900209269,2.847360000,-0.012867647,5
5870,687073,Contreras_Yan,22,2023,A,R,L,0.853517878,-1.747410709,0.561607732,1.508474576,10
5871,687073,Contreras_Yan,22,2023,A,R,R,0.853517878,-0.957455611,-0.026223062,1.508474576,11
5872,687073,Contreras_Yan,22,2023,A+,R,L,0.550264550,-4.597007088,-0.324920252,1.514512785,16
5873,687073,Contreras_Yan,22,2023,A+,R,R,0.550264550,-2.215635741,-0.663664586,1.514512785,44
5874,687084,Mears_Joshua,22,2023,A+,R,L,2.155202822,-1.841134577,-1.412805208,1.331375259,46
5875,687084,Mears_Joshua,22,2023,A+,R,R,2.155202822,-1.631048468,-0.801270737,1.331375259,177
5876,687086,Brown_Jordan,22,2023,A,R,L,-0.409457901,-0.881655818,0.956841929,1.876239207,23
5877,687086,Brown_Jordan,22,2023,A,R,R,-0.409457901,-0.341808426,0.313947982,1.876239207,140
5878,687093,Grissom_Vaughn,22,2023,AAA,R,L,-0.492105263,1.172047348,0.541285348,-0.337726524,161
5879,687093,Grissom_Vaughn,22,2023,AAA,R,R,-0.492105263,0.983664840,0.837904835,-0.337726524,304
5880,687093,Grissom_Vaughn,22,2023,MLB,R,L,-0.938303342,0.416137540,-0.721012039,-0.479184013,36
5881,687093,Grissom_Vaughn,22,2023,MLB,R,R,-0.938303342,0.987515543,0.584610849,-0.479184013,45
5882,687113,Gonzalez Acosta_Misael,22,2023,Rk,R,L,0.350395778,-6.460004335,-9.809325714,-0.763480392,5
5883,687113,Gonzalez Acosta_Misael,22,2023,Rk,R,R,0.350395778,-1.754038447,-3.841906154,-0.763480392,36
5884,687116,Klassen_Blake,23,2023,A,L,L,-0.519031142,1.726173341,0.200826739,-0.941157659,6
5885,687116,Klassen_Blake,23,2023,A,L,R,-0.519031142,0.286069621,-0.214698736,-0.941157659,71
5886,687116,Klassen_Blake,23,2023,Rk,L,L,0.054881266,2.238280749,3.539153333,-1.112745098,9
5887,687116,Klassen_Blake,23,2023,Rk,L,R,0.054881266,1.865360962,2.689294386,-1.112745098,66
5888,687125,Rosario_Dilan,22,2023,A,R,L,-0.570934256,-1.005234347,-0.283864762,0.590661976,53
5889,687125,Rosario_Dilan,22,2023,A,R,R,-0.570934256,-0.131912109,-0.324886000,0.590661976,168
5890,687125,Rosario_Dilan,22,2023,A+,R,R,-0.901822457,-0.250731128,1.938552031,0.522805805,6
5891,687125,Rosario_Dilan,22,2023,AAA,R,L,-1.367105263,2.439103308,8.992104072,0.341845140,1
5892,687125,Rosario_Dilan,22,2023,AAA,R,R,-1.367105263,1.220686266,-7.804453928,0.341845140,9
5893,687136,Henson_Spencer,25,2023,A+,R,L,1.196942975,-1.655221975,1.333790856,-0.068071873,58
5894,687136,Henson_Spencer,25,2023,A+,R,R,1.196942975,-0.456127765,-0.474291807,-0.068071873,286
5895,687144,Joyce_Corey,25,2023,AA,R,L,-0.515482696,1.016328480,2.479407948,0.508291276,35
5896,687144,Joyce_Corey,25,2023,AA,R,R,-0.515482696,-0.831013673,1.786808948,0.508291276,112
5897,687144,Joyce_Corey,25,2023,AAA,R,L,-0.656578947,-0.980315004,1.836637335,0.415980231,51
5898,687144,Joyce_Corey,25,2023,AAA,R,R,-0.656578947,-0.903695230,1.725158371,0.415980231,155
5899,687152,Miller_Darrien,22,2023,A+,L,L,-1.078189300,0.419116881,-1.226049981,0.640290256,67
5900,687152,Miller_Darrien,22,2023,A+,L,R,-1.078189300,0.559139606,1.175997473,0.640290256,300
5901,687192,Hunter_Cade,22,2023,A,L,L,0.547866205,-0.295995704,-0.771438609,0.094979213,64
5902,687192,Hunter_Cade,22,2023,A,L,R,0.547866205,-0.672452785,0.537615096,0.094979213,186
5903,687192,Hunter_Cade,22,2023,A+,L,L,0.238683128,1.474602802,-0.095639515,-0.012785073,46
5904,687192,Hunter_Cade,22,2023,A+,L,R,0.238683128,-0.532585105,0.057370382,-0.012785073,132
5905,687192,Hunter_Cade,22,2023,AA,L,L,0.006678810,3.792461653,-2.540950739,-0.115356885,4
5906,687192,Hunter_Cade,22,2023,AA,L,R,0.006678810,-4.167813735,6.378390361,-0.115356885,8
5907,687201,Kilpatrick_Kevin,22,2023,A+,R,L,-0.055261611,0.382670131,1.007460739,-0.351416724,116
5908,687201,Kilpatrick_Kevin,22,2023,A+,R,R,-0.055261611,-0.186477323,0.459853457,-0.351416724,429
5909,687206,Gonzalez_Tres,23,2023,A,L,L,-0.686274510,2.162345085,1.203075311,-0.573393028,22
5910,687206,Gonzalez_Tres,23,2023,A,L,R,-0.686274510,2.076119632,-0.034509400,-0.573393028,60
5911,687206,Gonzalez_Tres,23,2023,A+,L,L,-1.019400353,0.490393196,1.775677637,-0.734968901,59
5912,687206,Gonzalez_Tres,23,2023,A+,L,R,-1.019400353,1.267146858,0.579616959,-0.734968901,384
5913,687208,Hickey_Nathan,23,2023,A+,L,L,0.467960024,0.256208593,0.504446711,0.256738079,10
5914,687208,Hickey_Nathan,23,2023,A+,L,R,0.467960024,0.677655484,-1.215510139,0.256738079,70
5915,687208,Hickey_Nathan,23,2023,AA,L,L,0.243472981,-0.106310276,1.262553134,0.165825523,61
5916,687208,Hickey_Nathan,23,2023,AA,L,R,0.243472981,-0.043375071,-0.131530113,0.165825523,272
5917,687210,Martorella_Nathan,22,2023,A+,L,L,1.161669606,0.041502357,0.686475299,-0.931928127,106
5918,687210,Martorella_Nathan,22,2023,A+,L,R,1.161669606,0.375437140,1.068416184,-0.931928127,366
5919,687210,Martorella_Nathan,22,2023,AA,L,L,0.959927140,0.191313346,-0.090887207,-1.074260995,26
5920,687210,Martorella_Nathan,22,2023,AA,L,R,0.959927140,0.382515131,0.403204216,-1.074260995,86
5921,687221,Rushing_Dalton,22,2023,A+,L,L,0.944150500,0.849823192,0.838844163,1.189702833,95
5922,687221,Rushing_Dalton,22,2023,A+,L,R,0.944150500,-0.014163909,1.687595030,1.189702833,309
5923,687231,Hernaiz_Darell,22,2023,AA,R,L,0.474195507,-0.506138657,1.327203574,-1.773612112,63
5924,687231,Hernaiz_Darell,22,2023,AA,R,R,0.474195507,0.892588897,0.856058814,-1.773612112,240
5925,687231,Hernaiz_Darell,22,2023,AAA,R,L,0.415789474,1.230054634,1.494036858,-2.191103789,80
5926,687231,Hernaiz_Darell,22,2023,AAA,R,R,0.415789474,1.288132503,-0.053731667,-2.191103789,170
5927,687242,Miknis_Justin,23,2023,A,L,L,0.086505190,2.654576591,-0.449742554,-0.848417013,10
5928,687242,Miknis_Justin,23,2023,A,L,R,0.086505190,-0.776168596,-0.045676492,-0.848417013,30
5929,687248,Ogans_Keshawn,22,2023,A+,R,L,-0.566725456,0.575767403,0.130057510,1.628541811,87
5930,687248,Ogans_Keshawn,22,2023,A+,R,R,-0.566725456,0.680652527,-0.443692676,1.628541811,361
5931,687260,Kalmer_Brian,23,2023,A,R,L,-0.057670127,2.177124788,0.967686076,1.773904701,23
5932,687260,Kalmer_Brian,23,2023,A,R,R,-0.057670127,0.277550438,-0.070980648,1.773904701,127
5933,687260,Kalmer_Brian,23,2023,Rk,R,L,,,-11.520853333,,1
5934,687260,Kalmer_Brian,23,2023,Rk,R,R,0.477044855,1.305293361,6.825866667,1.488357843,10
5935,687263,Neto_Zach,22,2023,AA,R,L,0.613843352,0.119172251,0.683650012,1.283345350,8
